;title;date;description;price;keys;path
23;Hermosa Casa Para Vivienda;2023-02-22;HERMOSA casa para vivienda u oficina, inmediaciones Cine Center, Cel./WP. 75900145, 530 m2.;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/hermosa-casa-para-vivienda/1980844
24;Departamento Penthouse Duplex 3;2023-02-22;DEPARTAMENTO penthouse duplex, 3 dormitorios, 3 baños, parrillero, jacuzzi, sauna, parqueo, 3 movilidades. WP. 75900145.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamento-penthouse-duplex-3/1980853
25;Santa Cruz Calle Libertad;2023-02-22;SANTA CRUZ Calle Libertad entre Buenos Aires y Florida, $us 395.000, 588 mts2. Ubicado en el centro histórico, a una cuadra de la plaza principal 24 de Septiembre, Telf. 72142899.;$us 395 000;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/santa-cruz-calle-libertad/1980857
26;Oficina Equipada Gerencia Subgerencia;2023-02-22;OFICINA equipada, gerencia, subgerencia, recibidor, 2 baños, cocineta, 2 garajes, baulera, inmediaciones Prado WP. 75900145.;;Cochabamba -  Venta -  Oficina;/anuncio/inmuebles/oficina-equipada-gerencia-subgerencia/1980859
27;Local Comercial Salida A;2023-02-22;LOCAL COMERCIAL salida a calle, c/garaje, baño, cocineta, inmediaciones Estadium, Cel. WP. 75900145.;;Cochabamba -  Venta -  Local Comercial;/anuncio/inmuebles/local-comercial-salida/1980861
28;Casa En Anticrético O;2023-02-22;CASA En anticrético o alquiler, zona sud, Itocta, dormitorios, cocina, baño, salita, garaje 8.000 $us. 72721631.;$us 8 000;Cochabamba -  Anticrético -  Casa / Chalet;/anuncio/inmuebles/casa-en-anticretico-o/1980871
29;Departamento Tercer Piso Anticrético;2023-02-22;DEPARTAMENTO Tercer piso anticrético d’Orbigny, Juan Pablo II . 72262797.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/departamento-tercer-piso-anticretico/1980875
30;Anticretico Departamento 3 Dormitorios;2023-02-22;ANTICRETICO departamento, 3 dormitorios, 2 baños, cocina, living comedor, todo amoblado, parqueo, whatsapp. 67489177.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/anticretico-departamento-3-dormitorios/1980876
31;Casita En Anticretico Entrega;2023-02-22;CASITA  En anticretico, entrega inmediata, 10 mil dólares, todo independiente. Zona: Temporal. Cel: 62714055;;Cochabamba -  Anticrético -  Casa / Chalet;/anuncio/inmuebles/casita-en-anticretico-entrega/1981034
32;Casa En Venta Zona;2023-02-22;CASA en venta, zona Arocagua. Ref. 70341790, el propietario.;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/casa-en-venta-zona/1981060
33;Departamentos Condominio Ubuntu A;2023-02-22;DEPARTAMENTOS  Condominio Ubuntu. A 3 cuadras de la Plaza de Cala - Cala. Torre de 25 pisos de entrega inmediata. Supervisión de Obra: Ing. Pablo Soto Quiroga. Cel: 71460400. Últimos Departamentos.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamentos-condominio-ubuntu/1981066
34;Departamentos Condominio Oomoto En;2023-02-22;DEPARTAMENTOS Condominio Oomoto. En Tiquipaya próximo al Colegio Tiquipaya. Más de 1 Hectárea de áreas comunes: 3 piscinas atemperadas, cabañas de churrasqueros, gimnasio y campos deportivos. Supervisión de Obra: Ing. Pablo Soto Quiroga. Cel: 71460400.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamentos-condominio-oomoto-en/1981067
35;Departamentos Condominio Villa Fratterna;2023-02-22;DEPARTAMENTOS Condominio Villa Fratterna. Es como vivir en un Hotel de *****. vive en comunidad. Supervisión de Obra: Ing. Pablo Soto Quiroga. Cel: 71460400.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamentos-condominio-villa-fratterna/1981068
36;Hermoso Departamento En Venta;2023-02-22;HERMOSO departamento en venta, de 2 dormitorios, edificio Patmos (plaza Cala Cala), trato directo con el propietario. Cel. 77927700.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/hermoso-departamento-en-venta/1981069
37;Lote En Venta Zona;2023-02-22;LOTE En venta, zona Esquilan 480 m2 sector Km 10 1/2 Blanco Galindo 33.800 $. Ref. 77937018, 76919796;$us 33 800;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/lote-en-venta-zona/1981076
38;Lote De Ocasión En;2023-02-22;LOTE De ocasión en venta 259 m2 zona Piñami precio 64 $ celular 62777135;;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/lote-de-ocasion-en/1981077
39;Alquiler Casa Con Todas;2023-02-22;ALQUILER casa, con todas las dependencias, Av. Costanera, parque de la Familia. 71734494.;;Cochabamba -  Alquiler -  Casa / Chalet;/anuncio/inmuebles/alquiler-casa-con-todas/1981082
40;2 200 Bs Alquiler;2023-02-22;2.200 BS. Alquiler casa independiente 3Dormitorios dependencias gas garaje patio Próximo Av. Ecológica Aldeas SOS 77994624;;Cochabamba -  Alquiler -  Casa / Chalet;/anuncio/inmuebles/2-200-bs-alquiler/1981083
41;2 200 Bs Av;2023-02-22;2.200 BS. Av. Santa Cruz Aniceto Padilla Bata alquiler departamento amplio 3 dormitorios roperos escritorio dependencias garaje 77994624 Whatsapp;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/2-200-bs-av/1981087
42;1 500 Bs Cruce;2023-02-22;1.500 BS. Cruce Taquiña departamento alquiler 2 dormitorios roperos empotrados dependencias garaje moto 77994624 Whatsapp;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-500-bs-cruce/1981088
43;1 500 Bs Temporal;2023-02-22;1.500 BS. Temporal Cala Cala departamento alquiler 3 dormitorios dependencias completas garaje entrega inmediata 77994624 whatsapp;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-500-bs-temporal/1981089
44;Departamento En Anticrético 3;2023-02-22;DEPARTAMENTO En anticrético, 3 dormitorios, 2 baños, cocina cajonería alta y baja, living y comedor Tel. 75467942. Zona parque Lincoln.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/departamento-en-anticretico-3/1981096
45;Sobre Avenida Pando Y;2023-02-22;SOBRE AVENIDA PANDO Y PORTALES Hupermall piso 7 departamento amplio 184 m2, 1 garaje, (3 suite) escritorio, 2 patios internos. Anticrético 50.000 $us. documentos al día Ref. 71039425;$us 50 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/sobre-avenida-pando-y/1981097
46;18 000 $us Anticrético;2023-02-22;18,000 $US, Anticrético departamento 2 dormitorios estrenar Lomas Aranjuez 79795225;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/18-000-us-anticretico/1981098
47;De Ocasion Anticrético O;2023-02-22;DE OCASION anticrético o venta departamento de lujo,1 master suite, 2 suites, living comedor, cocina, 4 baños, garaje, área de lavado, balcones, cortinas, lámparas, superficie 180 m2, avenida Portales, zona Queru Queru. Ref. 70344447, 4067474.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/de-ocasion-anticretico-o/1981099
48;Alquiler Departamentos Garzonier Baño;2023-02-21;ALQUILER Departamentos, garzonier, baño, cocina, Capitàn Ustariz Km. 8, celular 64970699, 72740939, 76429401, 76962664;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquiler-departamentos-garzonier-bano/1973277
49;13 900 $us Monoambientes;2023-02-21;13.900 $US monoambientes, 35.000 $us, departamentos, preventa, frente iglesia Cala Cala. 79786019.;$us 13 900;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/13-900-us-monoambientes/1976080
50;Lote 305 M2 73;2023-02-21;LOTE 305 m2, 73.000 $us, zona norte, Candelaria, esquina todos los servicios, charlable, dueño. 69807425.;$us 73 000;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/lote-305-m2-73/1976088
51;Departamento Céntrico En Alquiler;2023-02-21;DEPARTAMENTO céntrico, en alquiler. 70774733.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/departamento-centrico-en-alquiler/1976100
52;Departamento Condominio Ubuntu A;2023-02-21;DEPARTAMENTO Condominio Ubuntu. A 3 cuadras de la Plaza de Cala - Cala. Torre de 25 pisos de entrega inmediata. Supervisión de Obra: Ing. Pablo Soto Quiroga. Cel: 71460400. Últimos Departamentos.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamento-condominio-ubuntu/1978411
53;Departamentos Condominio Oomoto En;2023-02-21;DEPARTAMENTOS Condominio Oomoto. En Tiquipaya próximo al Colegio Tiquipaya. Más de 1 Hectárea de áreas comunes: 3 piscinas atemperadas, cabañas de churrasqueros, gimnasio y campos deportivos. Supervisión de Obra: Ing. Pablo Soto Quiroga. Cel: 71460400.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamentos-condominio-oomoto-en/1978412
54;Departamentos Condominio Villa Fratterna;2023-02-21;DEPARTAMENTOS Condominio Villa Fratterna. Es como vIvir en un Hotel de *****. vive en comunidad. Supervisión de Obra: Ing. Pablo Soto Quiroga. Cel: 71460400.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamentos-condominio-villa-fratterna/1978413
55;Hermoso Departamento En Venta;2023-02-21;HERMOSO departamento en venta, de 2 dormitorios, edificio Patmos (plaza Cala Cala), trato directo con el propietario. Cel. 77927700.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/hermoso-departamento-en-venta/1978414
56;Hermoso Garzonier En Anticrético;2023-02-21;HERMOSO garzonier en anticrético, zona central. Telf. 70393891.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/hermoso-garzonier-en-anticretico/1978633
57;27 900 $us Monoambiente;2023-02-21;27.900 $US monoambiente, a estrenar, frente a parque zona Iglesia Cala Cala. 79786019.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/27-900-us-monoambiente/1978826
58;Amplio Departamento 170 M2;2023-02-21;Amplio departamento, 170 m2, suite, 3 dormitorios, garaje, Chimba, pasos CITE, 72759777, 71723569;$us 30 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/amplio-departamento-170-m2/1979142
59;Propietario Vende En Zona;2023-02-21;PROPIETARIO Vende en zona noroeste de Cochabamba, propietario vende casa con amplio espacio, ideal para edificio, papeles al día, superficie terreno 527 mts.2., frente de 16,17 mts. (divisible), un departamento, seis habitaciones, todos los servicios, gas domiciliario, abundante agua 24 horas. Ref...;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/propietario-vende-en-zona/1979252
60;Vendo Once Lotes De;2023-02-21;VENDO Once lotes de 250 mt2 juntos El Abra frente INBOLTECO Av. Octava Cel. 76977447;;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/vendo-once-lotes-de/1979358
61;Oferta En Venta Hermoso;2023-02-21;OFERTA En venta hermoso terreno en Huaricana, Zona Sur, La Paz, 7.000 mts2 Cel. 68040333;;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/oferta-en-venta-hermoso/1979360
62;39 500 $us Tiendas;2023-02-21;39.500 $US tiendas, a la vuelta iglesia Cala Cala. 79786019.;$us 39 500;Cochabamba -  Venta -  Local Comercial;/anuncio/inmuebles/39-500-us-tiendas/1979422
63;Dueño Alquila Casa Independiente;2023-02-21;DUEñO alquila casa independiente, de 3 dormitorios, amplio patio y garaje, en Quillacollo. 67599593.;;Cochabamba -  Alquiler -  Casa / Chalet;/anuncio/inmuebles/dueno-alquila-casa-independiente/1979435
64;Bs 1 900 Departamento;2023-02-21;BS. 1.900 Departamento con o sin muebles con garaje 2 dormitorios, incluye agua, luz, cable, internet, zona centro de salud Sarcobamba. Rafael Mendoza 1540 Esq. Udaeta. Ref. Cel. 72286100, 71750504, 4522571;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/bs-1-900-departamento/1979445
65;Alquilo Garzonier Con Garaje;2023-02-21;ALQUILO garzonier, con garaje, edificio Gusot, Ramón Rivero 945. Cel. 72273320.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquilo-garzonier-con-garaje/1979520
66;En Alquiler Consultorio Dental;2023-02-21;EN ALQUILER Consultorio dental equipado, Pacata baja Cel. 79735978;;Cochabamba -  Alquiler -  Oficina;/anuncio/inmuebles/en-alquiler-consultorio-dental/1979562
67;Requiero Alquiler Deposito Galpón;2023-02-21;REQUIERO Alquiler deposito, galpón o garaje pequeño para guardar muebles inmediaciones Quintanilla, Tupuraya, Estadio 76977447;;Cochabamba -  Alquiler -  Demanda;/anuncio/inmuebles/requiero-alquiler-deposito-galpon/1979612
68;10 000 $us Parqueo;2023-02-21;10.000 $US parqueo, más baulera, zona Cala Cala, a la vuelta de la iglesia. 79786019.;$us 10 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/10-000-us-parqueo/1979682
69;Alquilo Oficina Zona Recoleta;2023-02-21;ALQUILO oficina, zona Recoleta, amplia, Av. Aniceto Padilla y Av. Santa Cruz, 1.350 Bs. Cel. 69487127, 72717385, 4495680.;;Cochabamba -  Alquiler -  Oficina;/anuncio/inmuebles/alquilo-oficina-zona-recoleta/1980869
70;Departamento Y Tienda En;2023-02-21;DEPARTAMENTO Y tienda en anticrético ambos en $30.000 dólares, Avenida Panamericana casi puente Tamborada, zona comercial 62704531;$us 30 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/departamento-y-tienda-en/1980874
71;Restaurante En Anticrético 2;2023-02-21;RESTAURANTE En anticrético 2 tiendas, cocina. Ubicado en Avenida Panamericana zona Loreto $20.000 dólares charlable 62704531;$us 20 000;Cochabamba -  Anticrético -  Local Comercial;/anuncio/inmuebles/restaurante-en-anticretico-2/1980878
72;Vendo Hermosa Casa A;2023-02-20;VENDO Hermosa casa a estrenar, 2 plantas màs su altillo, cuenta con 4 habitaciones màs 1 suite, tambièn cuenta con baños de box, living comedor, cocina AB, garaje para 3 autos, parrillero, está ubicado en la Av. Vìctor Ustariz Km. 7 entre Av. Comercio y Arquìmides, Tel. 76994023, 779892243;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/vendo-hermosa-casa/1979267
73;Vendo Lote En Canarancho;2023-02-20;VENDO Lote en Canarancho 436 m2, 60.000 $us. Cel. 70763672.;;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/vendo-lote-en-canarancho/1979369
74;Alquilo Casa 3 Dormitorios;2023-02-20;ALQUILO casa 3 dormitorios y demás dependencias, con garaje amplio, calle Litoral, final Av. Belzu Nro 557, referencias. Telf. 77555608, 4231175.;;Cochabamba -  Alquiler -  Casa / Chalet;/anuncio/inmuebles/alquilo-casa-3-dormitorios/1979439
75;Se Alquila Casa Independiente;2023-02-20;SE ALQUILA Casa independiente, zona Queru Queru, Tel. 4247630, Cel. 60793946.;;Cochabamba -  Alquiler -  Casa / Chalet;/anuncio/inmuebles/se-alquila-casa-independiente/1979442
76;DueÑa Da Departamento En;2023-02-20;DUEÑA Da departamento en alquiler 3planta terraza sin garaje sobre Circunvalación a dos cuadras de la Av. Ecológica 71769047;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/duena-da-departamento-en/1979523
77;Departamento En Alquiler Av;2023-02-20;DEPARTAMENTO En alquiler, Av. Petrolera Km. 2,1/2 frente a la comuna Alejo Calatayud. Cel. 72287373;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/departamento-en-alquiler-av/1979541
78;En Alquiler Oficinas Departamento;2023-02-20;EN ALQUILER oficinas, departamento y cuartos, Ref. al 74565600, calle Ladislao Cabrera y San Martín, pleno centro.;;Cochabamba -  Alquiler -  Oficina;/anuncio/inmuebles/en-alquiler-oficinas-departamento/1979559
79;2 Tiendas Con Trastiendas;2023-02-20;2 TIENDAS con trastiendas, alquilo sobre avenida Blanco Galindo, KM 4 1/2, acera sud, Ref. 79387850, 70793216.;;Cochabamba -  Alquiler -  Local Comercial;/anuncio/inmuebles/2-tiendas-con-trastiendas/1979565
80;Alquiler Tienda Tras Tienda;2023-02-20;ALQUILER tienda tras tienda, Melchor Perez, 1058, Excombatientes. 72251604.;;Cochabamba -  Alquiler -  Local Comercial;/anuncio/inmuebles/alquiler-tienda-tras-tienda/1979567
81;Tiendas Alquilo Sobre 2;2023-02-20;TIENDAS Alquilo sobre 2 avenidas, Ladislao Cabrera esquina Manco Kapac. 63967498, 65720830;;Cochabamba -  Alquiler -  Local Comercial;/anuncio/inmuebles/tiendas-alquilo-sobre-2/1979572
82;Galpon Amplio Con 2;2023-02-20;GALPON AMPLIO con 2 tiendas alquilo, departamento para cualquier negocio, sobre avenida Blanco Galindo, Km 4 1/2, acera sud, referencias: 4433821, 79387850.;;Cochabamba -  Alquiler -  Depósitos Galpones;/anuncio/inmuebles/galpon-amplio-con-2/1979609
83;Sobre Avenida Pando Y;2023-02-20;SOBRE AVENIDA PANDO Y PORTALES Hupermall piso 7 departamento amplio 184 m2, 1 garaje, (3 suite) escritorio, 2 patios internos. Anticrético 60.000 $us. documentos al día Ref. 71039425;$us 60 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/sobre-avenida-pando-y/1979643
84;Anticretico Departamento 2 Dormitorios;2023-02-20;ANTICRETICO departamento, 2 dormitorios, living, cocina, baño, patio, lavandería, Melchor Perez 1058, Excombatientes. 72251604.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/anticretico-departamento-2-dormitorios/1979648
85;Av 6 De Agosto;2023-02-20;AV. 6 DE AGOSTO departamento amplio, anticrético, familia reducida. 78325321.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/av-6-de-agosto/1979652
86;Anticretico Departamento Pequeño Para;2023-02-20;ANTICRETICO Departamento pequeño para estudiantes 3 cuartos cerca de la U.M.S.S. calle Ricardo Terrazas Ref.: 69478080 (sin garaje).;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/anticretico-departamento-pequeno-para/1979688
