;title;date;description;price;keys;path
22;Departamentos Condominio Villa Fratterna;2023-06-19;DEPARTAMENTOS condominio Villa Fratterna. Es como vivir en un hotel de ***** vive en comunidad. Supervisión de obra: Ing. Pablo Soto Quiroga. Cel. 71460400.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamentos-condominio-villa-fratterna/2019248
23;Hermoso Departamento En Venta;2023-06-19;HERMOSO departamento en venta de 2 dormitorios. edificio Patmos (plaza Cala Cala). Trato directo con el propietario. Cel. 77927700.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/hermoso-departamento-en-venta/2019249
24;Departamento Penthouse Duplex 3;2023-06-19;DEPARTAMENTO penthouse duplex, 3 dormitorios, 3 baños, parrillero, Jacuzzi, sauna, 3 parqueos, WP. 75900145, 77457710.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamento-penthouse-duplex-3/2019250
25;Vendo Departamento A Estrenar;2023-06-19;VENDO Departamento a estrenar de 2 dormitorios tecnología nueva rotonda el surtidor “El Cristo” calle Juan de la Rosa referencias al 61609764, precio 65.000 $us.;$us 65 000;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/vendo-departamento-estrenar/2019251
26;Mirador Bonito Departamento Amoblado;2023-06-19;MIRADOR bonito departamento amoblado, 2 dormitorios, vista espectacular, terraza, garaje, 2.300 Bs. opción anticrético. 68574800.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/mirador-bonito-departamento-amoblado/2019262
27;1 400 Bs Departamento;2023-06-19;1.400 BS. departamento, 2 dormitorios, roperos empotrados, otro semiamoblado, Ladislao Cabrera 562, cerca Lanza. 70772020.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-400-bs-departamento/2019263
28;Mercado 10 De Febrero;2023-06-19;MERCADO 10 DE FEBRERO  Simón López alquiler departamento 2 dormitorios dependencias lavandería garaje 1400Bs entrega inmediata 77994624 Whatsapp;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/mercado-10-de-febrero/2019264
29;Local Comercial Salida A;2023-06-19;LOCAL COMERCIAL salida a calle, c/garaje, baño, cocineta, inmediaciones Estadium, Cel/WP. 75900145, 77457710.;;Cochabamba -  Alquiler -  Local Comercial;/anuncio/inmuebles/local-comercial-salida/2019266
30;Alquilo Para Chapería Taller;2023-06-19;ALQUILO para chapería, taller, lavadero de autos, esquina, Juan Pablo II y Luis Espinal. Ref. 71433147.;;Cochabamba -  Alquiler -  Local Comercial;/anuncio/inmuebles/alquilo-para-chaperia-taller/2019267
31;Hipermaxi Blanco Galindo Tienda;2023-06-19;HIPERMAXI Blanco Galindo tienda comercial alquiler 9x6mts con cocina +baño listo para trabajar referencias 77994624 Whatsapp;;Cochabamba -  Alquiler -  Local Comercial;/anuncio/inmuebles/hipermaxi-blanco-galindo-tienda/2019268
32;En Anticretico 1 Departamento;2023-06-19;EN ANTICRETICO 1 departamento, con 2 habitaciones, 1 sala, baño, cocina independiente, zona Cala Cala, whatsapp. 76977474 y 77981299, sin garaje.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/en-anticretico-1-departamento/2019270
33;Doy En Traspaso Anticrético;2023-06-19;DOY EN TRASPASO Anticrético garzonier de 70 mtrs. Cuadrados espaciosos está en la calle Colombia y Aurelio helean lado seguro universitario edificio “Ideal” planta baja más referencias 69536389, 70364517 en 15.000 dólares.;$us 15 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/doy-en-traspaso-anticretico/2019271
34;Departamento En Anticrético 4;2023-06-19;"DEPARTAMENTO En anticrético 4 cuartos, 2 baños, cocina y demás dependencias, Zona Cala Cala, Av. América 250 m2; Ref: 72791039";;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/departamento-en-anticretico-4/2019272
35;Solo 17 000 $us;2023-06-19;SOLO 17.000 $US bello departamento, anticrético, 2 dormitorios, edificio estrenar, Templo Mormones. 79795225.;$us 17 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/solo-17-000-us/2019273
36;Departamento Anticrético 180 M2;2023-06-19;DEPARTAMENTO anticrético, 180 m2, zona Estadium, 2 suites, 2 dormitorios, garaje (entrega inmediata). Ref. 72236110.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/departamento-anticretico-180-m2/2019274
37;Alquilo Departamento Amoblado 3;2023-06-19;ALQUILO departamento amoblado, 3 dormitorios (estudiantes), otro departamento, cuatro dormitorios, Hipermaxi, Juan Rosa. 77412987, 4246066.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquilo-departamento-amoblado-3/2019261
38;Departamento Condominio Ubuntu A;2023-06-18;DEPARTAMENTO Condominio Ubuntu. A 3 cuadras de la plaza de Cala – Cala, torre de 25 pisos de entrega inmediata. Supervisión de obra: Ing. Pablo Soto Quiroga. Cel. 71460400. Últimos departamentos.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamento-condominio-ubuntu/2016962
39;Departamentos Condominio Oomoto En;2023-06-18;DEPARTAMENTOS condominio Oomoto, en Tiquipaya, próximo al colegio Tiquipaya, más de 1 hectárea de áreas comunes: 3 piscinas atemperadas, cabañas de churrasqueros, gimnasio y campos deportivos. Supervisión de obra: Ing. Pablo Soto Quiroga. Cel. 71460400.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamentos-condominio-oomoto-en/2016963
40;Departamentos Condominio Villa Fratterna;2023-06-18;DEPARTAMENTOS condominio Villa Fratterna. Es como vivir en un hotel de ***** vive en comunidad. Supervisión de obra: Ing. Pablo Soto Quiroga. Cel. 71460400.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamentos-condominio-villa-fratterna/2016964
41;Hermoso Departamento En Venta;2023-06-18;HERMOSO departamento en venta de 2 dormitorios. edificio Patmos (plaza Cala Cala). Trato directo con el propietario. Cel. 77927700.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/hermoso-departamento-en-venta/2016965
42;En Alquiler Restaurant Zona;2023-06-18;EN ALQUILER restaurant, zona sud. Telf. 67565654, Loreto.;;Cochabamba -  Alquiler -  Local Comercial;/anuncio/inmuebles/en-alquiler-restaurant-zona/2017494
43;Casa En Venta Av;2023-06-18;CASA En venta Av. América Oeste sobre calle Pachamama, Sup. 404.62 m2. 235 000 $us. Papeles al día. 79993460, 79341947;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/casa-en-venta-av/2017765
44;Alquilo Departamento Auxiliar 2;2023-06-18;ALQUILO departamento auxiliar, 2 dormitorios, Tadeo Haenke, Nro 1438. Ref. Telf. 4247585.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquilo-departamento-auxiliar-2/2018003
45;En Villa Galindo Busco;2023-06-18;EN VILLA GALINDO Busco en alquiler departamento, dos dormitorios y dependencias, llamar Cel. 70712303.;;Cochabamba -  Alquiler -  Demanda;/anuncio/inmuebles/en-villa-galindo-busco/2018112
46;Departamento En Anticrético De;2023-06-18;DEPARTAMENTO En anticrético, de 3 dormitorios, sala, cocina, baño, más garaje, zona Jaihuayco, 4to. piso, 16000 $us. Ref. 76992883.;$us 16 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/departamento-en-anticretico-de/2018161
47;Habitacion Mediana Grande Cerca;2023-06-18;HABITACION Mediana grande cerca puente Cobija todo servicio wifi cocina baño 700-1.000. WhatsApp: 71405294.;;Cochabamba -  Alquiler -  Habitación;/anuncio/inmuebles/habitacion-mediana-grande-cerca/2019081
48;Dueña Vende Casa A;2023-06-17;DUEñA vende casa a 2 cuadras de la U. Católica, sin intermediarios. 70742333.;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/duena-vende-casa/2013570
49;Vendo Casa Como Terreno;2023-06-17;VENDO casa como terreno, 2/3 partes, de acciones y derechos, sobre Av. América, acera norte 490 m2, excepcional ubicación. Cel. 67409356.;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/vendo-casa-como-terreno/2016960
50;Gran Oferta De Lote;2023-06-17;GRAN OFERTA de lote, en Valle Alto, cuenta con construcción de chalet, ubicado a 10 minutos de la plaza principal de Cliza, contactarse al 71412963.;;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/gran-oferta-de-lote/2017297
51;Alquiler Tienda 8x5 En;2023-06-17;ALQUILER tienda 8x5, en Oquendo 671 sud, Ref. 4220854, 70355603.;;Cochabamba -  Alquiler -  Local Comercial;/anuncio/inmuebles/alquiler-tienda-8x5-en/2017313
52;Alquilo Departamento De 3;2023-06-17;ALQUILO Departamento de 3 dormitorios 1,800 Bs. Zona Quintanilla, Av. Chapare Km. 4 a Sacaba. 67431370;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquilo-departamento-de-3/2017478
53;Casa En Venta Consta;2023-06-17;CASA en venta, consta de 4 departamentos y un anexo, 3 parqueos, gas domiciliario. Telf. 44799184, 79974441, 67408098.(*);;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/casa-en-venta-consta/2017766
54;Casa En Venta Chilimarca;2023-06-17;CASA En venta Chilimarca La Salvadora Ref. 4312985, 69523214;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/casa-en-venta-chilimarca/2017771
55;De Ocasion Lote De;2023-06-17;DE OCASION Lote de 300 m2 en excelente ubicación frente a UDABOL lado Av. Chapare solo interesados, 68442526.;;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/de-ocasion-lote-de/2017895
56;Amplios Departamentos En Alquiler;2023-06-17;AMPLIOS DEPARTAMENTOS en alquiler, de 3 y 4 dormitorios, cocina, baño, living comedor, zona Chimba, surtidor Cochabamba. Telf. 4282990.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/amplios-departamentos-en-alquiler/2017995
57;Departamento A Estrenar En;2023-06-17;DEPARTAMENTO a estrenar, en alquiler, 82 m2, calle Felix del Granado entre Obispo Anaya y Teófilo Vargas, Soleia Residence, 2.800 Bs. mes, incluye expensas, 2 dormitorios 1 en suite, living, comedor, cocina, área de lavado, baño, garaje, áreas comunes, completamente equipadas, referencias: 72202661...;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/departamento-estrenar-en/2018000
58;Departamento En Alquiler Zona;2023-06-17;DEPARTAMENTO en alquiler, zona parque Kanata, avenida 6 de agosto y Cabildo, 1.600 Bs. Ref. al 72771424, 4222241.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/departamento-en-alquiler-zona/2018004
59;Alquiler Sobre Av Aniceto;2023-06-17;ALQUILER Sobre Av. Aniceto Arce, departamento en dos plantas, 3 dormitorios, living-comedor, cocina, baños y garaje, (inmediaciones Min. Trabajo y Col. Domingo Savio), Cel. 76491091, 71494070.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquiler-sobre-av-aniceto/2018036
60;2 Departamentos En Anticrético;2023-06-17;2 DEPARTAMENTOS en anticrético, uno de 2 dormitorios, otro de 3 dormitorios. Telf. 44799184, 79974441, 67408098.(*);;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/2-departamentos-en-anticretico/2018130
61;Departamento En Anticrético Con;2023-06-17;DEPARTAMENTO en anticrético, con opción venta, 2 dormitorios, una suite, amoblado, con garaje. Cel. 78300188, Cala Cala, Ed. Patmos, trato directo propietario.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/departamento-en-anticretico-con/2018133
